,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Nuevo acceso
446,2018,2,Neuquén,60.23679161402031,61.44152744630072
447,2018,2,Río Negro,50.147894623963396,51.15085251644266
448,2018,2,Salta,39.93719209989731,40.73593594189526
449,2018,2,San Juan,32.94664884868421,33.6055818256579
450,2018,2,San Luis,15.150424491351385,15.453432981178413
451,2018,2,Santa Cruz,33.33236451006607,33.9990118002674
452,2018,2,Santa Fe,62.57079239957442,63.82220824756591
453,2018,2,Santiago Del Estero,35.256464211164236,35.96159349538752
454,2018,2,Tierra Del Fuego,91.60519629538562,93.43730022129334
455,2018,2,Tucumán,41.512563170017415,42.342814433417765
456,2018,1,Buenos Aires,62.62621166168454,63.878735894918236
457,2018,1,Capital Federal,106.23567174586837,108.36038518078574
458,2018,1,Catamarca,32.79361613741535,33.44948846016366
459,2018,1,Chaco,30.829927645702472,31.44652619861652
460,2018,1,Chubut,53.71560488248906,54.78991698013884
461,2018,1,Córdoba,63.51716965201617,64.7875130450565
462,2018,1,Corrientes,32.66346087317512,33.31673009063862
463,2018,1,Entre Ríos,48.68120241785722,49.65482646621437
464,2018,1,Formosa,21.404310259211442,21.83239646439567
465,2018,1,Jujuy,23.121260875677535,23.583686093191087
466,2018,1,La Pampa,71.75163692275797,73.18666966121313
467,2018,1,La Rioja,51.44351011244806,52.47238031469702
468,2018,1,Mendoza,37.07215110240331,37.81359412445138
469,2018,1,Misiones,30.95673588446963,31.575870602159025
470,2018,1,Neuquén,61.517390351563726,62.747738158595
471,2018,1,Río Negro,49.816861312232405,50.81319853847705
472,2018,1,Salta,39.775591632918804,40.57110346557718
473,2018,1,San Juan,32.60917745169287,33.26136100072673
474,2018,1,San Luis,15.14879034827491,15.451766155240408
475,2018,1,Santa Cruz,33.55275989857616,34.22381509654769
476,2018,1,Santa Fe,62.28199844300957,63.52763841186976
477,2018,1,Santiago Del Estero,34.9882694482421,35.68803483720694
478,2018,1,Tierra Del Fuego,65.19963702359347,66.50362976406534
479,2018,1,Tucumán,41.176009388866156,41.99952957664348
480,2017,4,Buenos Aires,57.609615290258205,58.76180759606337
481,2017,4,Capital Federal,122.89742418734991,125.35537267109692
482,2017,4,Catamarca,28.620950093924897,29.193369095803394
483,2017,4,Chaco,30.808158111236537,31.424321273461267
484,2017,4,Chubut,51.46309626749354,52.49235819284341
485,2017,4,Córdoba,63.33262565207773,64.59927816511929
486,2017,4,Corrientes,32.51511831118755,33.1654206774113
487,2017,4,Entre Ríos,47.885245293746834,48.842950199621775
488,2017,4,Formosa,21.270976689249718,21.696396223034714
489,2017,4,Jujuy,22.742083716267025,23.196925390592366
490,2017,4,La Pampa,71.04976106378558,72.4707562850613
491,2017,4,La Rioja,51.56847440546175,52.599843893570984
492,2017,4,Mendoza,33.32562553415048,33.992138044833496
493,2017,4,Misiones,31.14218485379854,31.76502855087451
494,2017,4,Neuquén,61.24232317785096,62.467169641407985
495,2017,4,Río Negro,49.37562976824529,50.363142363610194
496,2017,4,Salta,39.79624247145896,40.59216732088814
497,2017,4,San Juan,30.29992919128174,30.905927775107376
498,2017,4,San Luis,10.586731069754228,10.798465691149312
499,2017,4,Santa Cruz,28.912492882806827,29.490742740462963
500,2017,4,Santa Fe,61.7127712196729,62.94702664406636
501,2017,4,Santiago Del Estero,29.126386109501063,29.708913831691085
502,2017,4,Tierra Del Fuego,59.89413596263622,61.092018681888945
503,2017,4,Tucumán,39.8968735176797,40.694810988033296
504,2017,3,Buenos Aires,55.62938339533962,56.74197106324642
505,2017,3,Capital Federal,121.85832590969336,124.29549242788723
506,2017,3,Catamarca,32.49092567790524,33.14074419146334
507,2017,3,Chaco,29.975925647657625,30.57544416061078
508,2017,3,Chubut,46.21537746651841,47.139685015848784
509,2017,3,Córdoba,62.30700225296333,63.5531422980226
510,2017,3,Corrientes,32.16543574593796,32.80874446085672
511,2017,3,Entre Ríos,45.95812167017718,46.87728410358072
512,2017,3,Formosa,21.350384380070757,21.777392067672174
513,2017,3,Jujuy,22.64536299508256,23.09827025498421
514,2017,3,La Pampa,69.13993701142644,70.52273575165496
515,2017,3,La Rioja,51.46525230494696,52.4945573510459
516,2017,3,Mendoza,35.70493177720565,36.41903041274976
517,2017,3,Misiones,30.205990933031902,30.81011075169254
518,2017,3,Neuquén,60.8304131050389,62.04702136713968
519,2017,3,Río Negro,48.518658939500625,49.48903211829064
520,2017,3,Salta,39.839700806907416,40.63649482304557
521,2017,3,San Juan,32.36688935995978,33.01422714715898
522,2017,3,San Luis,15.477861790298098,15.787419026104061
523,2017,3,Santa Cruz,33.29182971658959,33.95766631092138
524,2017,3,Santa Fe,60.90635563451515,62.124482747205455
525,2017,3,Santiago Del Estero,35.12104488438485,35.823465782072546
526,2017,3,Tierra Del Fuego,65.74180473434595,67.05664082903287
527,2017,3,Tucumán,39.69537916123259,40.48928674445724
528,2017,2,Buenos Aires,56.272144161691315,57.397587044925146
529,2017,2,Capital Federal,124.06139375642523,126.54262163155374
530,2017,2,Catamarca,25.97712106768351,26.49666348903718
531,2017,2,Chaco,29.045524775453423,29.626435270962492
532,2017,2,Chubut,35.54601117914412,36.256931402727
533,2017,2,Córdoba,58.973528908003566,60.15299948616364
534,2017,2,Corrientes,31.38612136835505,32.01384379572215
535,2017,2,Entre Ríos,45.38933102824724,46.29711764881219
536,2017,2,Formosa,19.965076445261992,20.364377974167233
537,2017,2,Jujuy,22.403415894624064,22.851484212516546
538,2017,2,La Pampa,63.49352648099681,64.76339701061676
539,2017,2,La Rioja,16.203445806143563,16.527514722266435
540,2017,2,Mendoza,31.75860536139077,32.39377746861859
541,2017,2,Misiones,30.089248025085933,30.69103298558765
542,2017,2,Neuquén,61.91013427666159,63.14833696219482
543,2017,2,Río Negro,46.02080512293318,46.94122122539185
544,2017,2,Salta,32.739420263626215,33.39420866889874
545,2017,2,San Juan,26.96461612024698,27.50390844265192
546,2017,2,San Luis,9.513970314868304,9.70424972116567
547,2017,2,Santa Cruz,26.248619828709554,26.773592225283746
548,2017,2,Santa Fe,52.26961123969867,53.31500346449264
549,2017,2,Santiago Del Estero,14.118988073971998,14.401367835451438
550,2017,2,Tierra Del Fuego,68.46322075955756,69.83248517474871
551,2017,2,Tucumán,38.18623365639289,38.949958329520754
552,2017,1,Buenos Aires,58.57400244920328,59.74548249818734
553,2017,1,Capital Federal,108.36920836560806,110.53659253292022
554,2017,1,Catamarca,25.659350838021506,26.172537854781936
555,2017,1,Chaco,28.62166053842791,29.19409374919647
556,2017,1,Chubut,35.662220237763016,36.375464642518274
557,2017,1,Córdoba,57.65332959287443,58.806396184731916
558,2017,1,Corrientes,30.940600109644144,31.559412111837027
559,2017,1,Entre Ríos,44.907273687041226,45.80541916078205
560,2017,1,Formosa,19.842489178645863,20.23933896221878
561,2017,1,Jujuy,22.756985962232346,23.212125681476994
562,2017,1,La Pampa,62.66928104575163,63.922666666666665
563,2017,1,La Rioja,16.19552414605418,16.51943462897526
564,2017,1,Mendoza,31.843012770179662,32.47987302558325
565,2017,1,Misiones,29.522202363131044,30.112646410393666
566,2017,1,Neuquén,61.02302006782746,62.24348046918401
567,2017,1,Río Negro,46.02953874119518,46.95012951601909
568,2017,1,Salta,32.57548931482305,33.22699910111952
569,2017,1,San Juan,27.03676098842391,27.57749620819239
570,2017,1,San Luis,9.545500193678896,9.736410197552473
571,2017,1,Santa Cruz,26.52499173785465,27.055491572611743
572,2017,1,Santa Fe,51.970107692080425,53.00950984592203
573,2017,1,Santiago Del Estero,14.702119493368587,14.996161883235958
574,2017,1,Tierra Del Fuego,68.91974851288131,70.29814348313894
575,2017,1,Tucumán,37.90016075894098,38.658163974119795
576,2016,4,Buenos Aires,61.236587430356856,62.461319178964
577,2016,4,Capital Federal,120.63133173632356,123.04395837105004
578,2016,4,Catamarca,26.543515589961913,27.07438590176115
579,2016,4,Chaco,28.786656085255263,29.36238920696037
580,2016,4,Chubut,36.07290546427898,36.79436357356456
581,2016,4,Córdoba,57.696719154378975,58.850653537466556
582,2016,4,Corrientes,30.98107037649768,31.600691784027635
583,2016,4,Entre Ríos,45.208402854677,46.11257091177054
584,2016,4,Formosa,19.84823607816392,20.2452007997272
585,2016,4,Jujuy,22.651387008241425,23.104414748406253
586,2016,4,La Pampa,63.016182768654026,64.2765064240271
587,2016,4,La Rioja,16.45531638401623,16.784422711696553
588,2016,4,Mendoza,32.10735338479002,32.74950045248582
589,2016,4,Misiones,29.720149807797423,30.314552803953372
590,2016,4,Neuquén,60.873667228199054,62.09114057276304
591,2016,4,Río Negro,46.38521035065572,47.31291455766883
592,2016,4,Salta,32.69411973937546,33.34800213416297
593,2016,4,San Juan,27.292421452197058,27.838269881241
594,2016,4,San Luis,9.640682435370556,9.833496084077966
595,2016,4,Santa Cruz,27.04676021484584,27.587695419142758
596,2016,4,Santa Fe,52.19105023718895,53.23487124193274
597,2016,4,Santiago Del Estero,15.067847510433346,15.369204460642013
598,2016,4,Tierra Del Fuego,70.30526590539473,71.71137122350262
599,2016,4,Tucumán,37.9807622036193,38.740377447691685
600,2016,3,Buenos Aires,60.14329545468815,61.34616136378192
601,2016,3,Capital Federal,120.77287775101534,123.18833530603565
602,2016,3,Catamarca,26.48067675746367,27.010290292612943
603,2016,3,Chaco,28.910749068480953,29.488964049850573
604,2016,3,Chubut,36.17869442878647,36.9022683173622
605,2016,3,Córdoba,58.24381625803197,59.40869258319261
606,2016,3,Corrientes,31.066878826051184,31.68821640257221
607,2016,3,Entre Ríos,45.43514088447326,46.34384370216273
608,2016,3,Formosa,18.639708302862847,19.012502468920104
609,2016,3,Jujuy,22.605154265256864,23.057257350562
610,2016,3,La Pampa,61.73178543650905,62.96642114523923
611,2016,3,La Rioja,17.074559106484113,17.416050288613796
612,2016,3,Mendoza,32.08835884566649,32.730126022579825
613,2016,3,Misiones,29.905385775898186,30.50349349141615
614,2016,3,Neuquén,60.21485088853954,61.41914790631033
615,2016,3,Río Negro,46.38796536215942,47.31572466940261
616,2016,3,Salta,32.95583168118035,33.614948314803954
617,2016,3,San Juan,27.31712713599077,27.863469678710587
618,2016,3,San Luis,9.630539686885157,9.82315048062286
619,2016,3,Santa Cruz,26.835201895450698,27.371905933359713
620,2016,3,Santa Fe,52.67215036886248,53.725593376239736
621,2016,3,Santiago Del Estero,15.329646578472886,15.636239510042344
622,2016,3,Tierra Del Fuego,68.94049249100736,70.3193023408275
623,2016,3,Tucumán,37.89736341023836,38.65531067844313
624,2016,2,Buenos Aires,59.33852679105808,60.52529732687924
625,2016,2,Capital Federal,120.03953504825309,122.44032574921815
626,2016,2,Catamarca,26.074188059740646,26.595671820935458
627,2016,2,Chaco,28.5935505552226,29.16542156632705
628,2016,2,Chubut,36.12438565556337,36.84687336867464
629,2016,2,Córdoba,57.54798052828644,58.698940138852166
630,2016,2,Corrientes,30.580162046616557,31.19176528754889
631,2016,2,Entre Ríos,44.73887454518738,45.63365203609113
632,2016,2,Formosa,19.370070664563997,19.757472077855276
633,2016,2,Jujuy,21.888281043576683,22.326046664448217
634,2016,2,La Pampa,60.43686025737927,61.64559746252686
635,2016,2,La Rioja,16.878902611111524,17.216480663333755
636,2016,2,Mendoza,32.12597179442594,32.76849123031446
637,2016,2,Misiones,29.239512823021975,29.824303079482416
638,2016,2,Neuquén,59.098285533662036,60.280251244335275
639,2016,2,Río Negro,46.240113078127436,47.16491533968998
640,2016,2,Salta,32.08172602508202,32.72336054558366
641,2016,2,San Juan,27.34078151409113,27.887597144372954
642,2016,2,San Luis,9.603733851602321,9.795808528634367
643,2016,2,Santa Cruz,26.728911725319804,27.263489959826202
644,2016,2,Santa Fe,52.436477259371124,53.485206804558544
645,2016,2,Santiago Del Estero,15.888925047306124,16.206703548252246
646,2016,2,Tierra Del Fuego,67.71824288255286,69.07260774020392
647,2016,2,Tucumán,37.23568289338424,37.98039655125192
648,2016,1,Buenos Aires,57.33590782254113,58.482625978991955
649,2016,1,Capital Federal,115.16005888884817,117.46326006662514
650,2016,1,Catamarca,25.910217981190538,26.42842234081435
651,2016,1,Chaco,28.07514644775236,28.636649376707407
652,2016,1,Chubut,36.0927055378499,36.8145596486069
653,2016,1,Córdoba,55.283092783740216,56.38875463941502
654,2016,1,Corrientes,30.080785004133055,30.682400704215716
655,2016,1,Entre Ríos,43.84596814466226,44.722887507555505
656,2016,1,Formosa,19.041878369434937,19.422715936823636
657,2016,1,Jujuy,21.41001128856396,21.838211514335242
658,2016,1,La Pampa,57.84086865504526,58.99768602814617
659,2016,1,La Rioja,16.83351837249417,17.170188739944052
660,2016,1,Mendoza,32.12333888801278,32.76580566577304
661,2016,1,Misiones,28.36765259095629,28.935005642775415
662,2016,1,Neuquén,55.75393700425406,56.869015744339144
663,2016,1,Río Negro,45.83512638708331,46.751828914824976
664,2016,1,Salta,31.315545971153234,31.9418568905763
665,2016,1,San Juan,27.330794110004312,27.8774099922044
666,2016,1,San Luis,9.586346282770212,9.778073208425615
667,2016,1,Santa Cruz,26.865862521449994,27.403179771878996
668,2016,1,Santa Fe,51.27734085407622,52.30288767115775
669,2016,1,Santiago Del Estero,16.205749206821952,16.529864190958392
670,2016,1,Tierra Del Fuego,65.83304163135006,67.14970246397706
671,2016,1,Tucumán,36.72477136636591,37.459266793693224
672,2015,4,Buenos Aires,58.29182182733718,59.45765826388393
673,2015,4,Capital Federal,118.13036321153807,120.49297047576883
674,2015,4,Catamarca,26.23945178859185,26.76424082436369
675,2015,4,Chaco,28.35056623514143,28.917577559844258
676,2015,4,Chubut,36.89017827786587,37.62798184342319
677,2015,4,Córdoba,57.364881766079215,58.5121794014008
678,2015,4,Corrientes,30.33643144533882,30.943160074245597
679,2015,4,Entre Ríos,44.10854807300098,44.990719034461
680,2015,4,Formosa,19.06549151678632,19.446801347122047
681,2015,4,Jujuy,21.47147379391073,21.900903269788945
682,2015,4,La Pampa,58.75633720012275,59.931463944125206
683,2015,4,La Rioja,17.315778648410653,17.662094221378865
684,2015,4,Mendoza,32.48895249500142,33.13873154490145
685,2015,4,Misiones,28.686658891542372,29.26039206937322
686,2015,4,Neuquén,58.2893377687955,59.45512452417141
687,2015,4,Río Negro,46.43948111494307,47.368270737241936
688,2015,4,Salta,31.593492648071866,32.2253625010333
689,2015,4,San Juan,27.6648539357743,28.218151014489788
690,2015,4,San Luis,9.705768984506312,9.899884364196438
691,2015,4,Santa Cruz,27.74476906647967,28.299664447809263
692,2015,4,Santa Fe,52.60808978585806,53.660251581575224
693,2015,4,Santiago Del Estero,17.00497803803607,17.34507759879679
694,2015,4,Tierra Del Fuego,66.46220433623792,67.79144842296267
695,2015,4,Tucumán,37.06217328329588,37.803416748961794
696,2015,3,Buenos Aires,57.68868105608009,58.842454677201694
697,2015,3,Capital Federal,118.28921116431961,120.65499538760601
698,2015,3,Catamarca,25.863781184637624,26.381056808330378
699,2015,3,Chaco,27.963072793479412,28.522334249349
700,2015,3,Chubut,36.81180991463324,37.5480461129259
701,2015,3,Córdoba,57.08340378951846,58.22507186530883
702,2015,3,Corrientes,30.16741240901903,30.77076065719941
703,2015,3,Entre Ríos,43.67718163526334,44.55072526796861
704,2015,3,Formosa,18.836751773785252,19.213486809260957
705,2015,3,Jujuy,21.2703333470887,21.695740014030477
706,2015,3,La Pampa,57.96395975091518,59.12323894593349
707,2015,3,La Rioja,17.151129442032545,17.494152030873195
708,2015,3,Mendoza,32.49199583186653,33.141835748503865
709,2015,3,Misiones,28.306345093436885,28.872471995305624
710,2015,3,Neuquén,54.59931489671118,55.691301194645405
711,2015,3,Río Negro,46.389186656745146,47.31697038988005
712,2015,3,Salta,31.175945212858434,31.7994641171156
713,2015,3,San Juan,27.66538565566005,28.218693368773252
714,2015,3,San Luis,9.70650326873876,9.900633334113536
715,2015,3,Santa Cruz,27.606060983429437,28.158182203098026
716,2015,3,Santa Fe,52.14595474084349,53.18887383566037
717,2015,3,Santiago Del Estero,17.11882253135319,17.461198981980253
718,2015,3,Tierra Del Fuego,74.85845784033849,76.35562699714527
719,2015,3,Tucumán,36.61035952774264,37.34256671829749
720,2015,2,Buenos Aires,56.80280561439208,57.93886172667992
721,2015,2,Capital Federal,116.06627091860372,118.3875963369758
722,2015,2,Catamarca,25.45341804469818,25.96248640559214
723,2015,2,Chaco,27.46453938839946,28.01383017616745
724,2015,2,Chubut,36.58246720458481,37.31411654867651
725,2015,2,Córdoba,55.86916350781819,56.98654677797456
726,2015,2,Corrientes,29.584012668108493,30.175692921470663
727,2015,2,Entre Ríos,42.93197901645878,43.79061859678796
728,2015,2,Formosa,18.36026720527858,18.72747254938415
729,2015,2,Jujuy,20.287219077594944,20.692963459146842
730,2015,2,La Pampa,56.70766522530004,57.84181852980604
731,2015,2,La Rioja,16.883190981963825,17.220854801603103
732,2015,2,Mendoza,32.49199583186653,33.141835748503865
733,2015,2,Misiones,27.34768244882168,27.894636097798113
734,2015,2,Neuquén,53.117336593231435,54.179683325096065
735,2015,2,Río Negro,45.97612013432327,46.895642537009735
736,2015,2,Salta,30.46112384270092,31.07034631955494
737,2015,2,San Juan,27.64305342045848,28.19591448886765
738,2015,2,San Luis,9.707971837203658,9.902131273947731
739,2015,2,Santa Cruz,27.072245027448233,27.613689927997196
740,2015,2,Santa Fe,51.17653890867876,52.20006968685233
741,2015,2,Santiago Del Estero,17.110566632982863,17.45277796564252
742,2015,2,Tierra Del Fuego,74.50787431664719,75.99803180298014
743,2015,2,Tucumán,35.68770560918727,36.40145972137101
744,2015,1,Buenos Aires,56.37048433026737,57.49789401687271
745,2015,1,Capital Federal,114.89699714890288,117.19493709188094
746,2015,1,Catamarca,25.10946633078758,25.611655657403332
747,2015,1,Chaco,26.649591220305552,27.182583044711663
748,2015,1,Chubut,37.612780685907914,38.36503629962608
749,2015,1,Córdoba,54.69734650188214,55.79129343191978
750,2015,1,Corrientes,28.95019128190928,29.529195107547466
751,2015,1,Entre Ríos,42.06519337351208,42.906497240982326
752,2015,1,Formosa,18.12270367397183,18.485157747451268
753,2015,1,Jujuy,19.68971363262363,20.083507905276104
754,2015,1,La Pampa,55.50803232733774,56.61819297388449
755,2015,1,La Rioja,16.703201787413843,17.03726582316212
756,2015,1,Mendoza,32.36588756051825,33.01320531172862
757,2015,1,Misiones,26.305604105190643,26.831716187294457
758,2015,1,Neuquén,51.95443673810251,52.99352547286456
759,2015,1,Río Negro,45.32694907202778,46.233488053468335
760,2015,1,Salta,30.00978823344275,30.609983998111606
761,2015,1,San Juan,27.553192759766446,28.104256614961777
762,2015,1,San Luis,9.716048963760594,9.910369943035805
763,2015,1,Santa Cruz,27.994863943494483,28.554761222364373
764,2015,1,Santa Fe,50.24449475931921,51.2493846545056
765,2015,1,Santiago Del Estero,17.0558169911586,17.396933330981774
766,2015,1,Tierra Del Fuego,74.23495170010268,75.71965073410473
767,2015,1,Tucumán,35.07860688538978,35.78017902309758
768,2014,4,Buenos Aires,56.09433653019754,57.21622326080149
769,2014,4,Capital Federal,114.89676550801623,117.19470081817656
770,2014,4,Catamarca,25.513779082747998,26.024054664402957
771,2014,4,Chaco,21.87078320023224,22.308198864236886
772,2014,4,Chubut,40.24927468450274,41.05426017819279
773,2014,4,Córdoba,54.69689679332299,55.790834729189456
774,2014,4,Corrientes,23.56243099277512,24.03367961263062
775,2014,4,Entre Ríos,36.0254708519679,36.74598026900726
776,2014,4,Formosa,17.956311361695214,18.315437588929118
777,2014,4,Jujuy,19.59941818052116,19.991406544131582
778,2014,4,La Pampa,51.273133452228585,52.29859612127316
779,2014,4,La Rioja,17.01075088723615,17.35096590498087
780,2014,4,Mendoza,32.63838187615034,33.291149513673346
781,2014,4,Misiones,24.162430605588312,24.645679217700078
782,2014,4,Neuquén,52.554989697249574,53.60608949119457
783,2014,4,Río Negro,45.47806275120403,46.38762400622811
784,2014,4,Salta,29.534861619577978,30.125558851969537
785,2014,4,San Juan,28.037145714560673,28.597888628851887
786,2014,4,San Luis,9.786393366351197,9.982121233678221
787,2014,4,Santa Cruz,27.802678969652344,28.358732549045392
788,2014,4,Santa Fe,49.999623023482705,50.99961548395236
789,2014,4,Santiago Del Estero,17.26920158364512,17.614585615318024
790,2014,4,Tierra Del Fuego,66.13781947338316,67.46057586285083
791,2014,4,Tucumán,35.32087516932818,36.027292672714744
792,2014,3,Buenos Aires,56.754739164071026,57.88983394735245
793,2014,3,Capital Federal,113.8005123324155,116.0765225790638
794,2014,3,Catamarca,24.706121305327624,25.200243731434178
795,2014,3,Chaco,21.112666705262427,21.534920039367677
796,2014,3,Chubut,40.59867094427454,41.41064436316003
797,2014,3,Córdoba,54.23361028299935,55.318282488659335
798,2014,3,Corrientes,22.78753503515243,23.24328573585548
799,2014,3,Entre Ríos,34.981647333712985,35.68128028038725
800,2014,3,Formosa,17.771314831468263,18.126741128097628
801,2014,3,Jujuy,18.368534215570367,18.735904899881774
802,2014,3,La Pampa,55.78120173850417,56.89682577327426
803,2014,3,La Rioja,16.50671327406722,16.836847539548565
804,2014,3,Mendoza,32.313179561655694,32.95944315288881
805,2014,3,Misiones,23.567356954345527,24.03870409343244
806,2014,3,Neuquén,56.39541102706976,57.523319247611155
807,2014,3,Río Negro,46.196187157830146,47.12011090098675
808,2014,3,Salta,29.2226843537979,29.807138040873856
809,2014,3,San Juan,27.854244478102746,28.411329367664802
810,2014,3,San Luis,9.711210759672754,9.90543497486621
811,2014,3,Santa Cruz,28.231942904274984,28.796581762360486
812,2014,3,Santa Fe,49.19588444557267,50.17980213448413
813,2014,3,Santiago Del Estero,16.49220390830193,16.82204798646797
814,2014,3,Tierra Del Fuego,65.68610204476191,66.99982408565715
815,2014,3,Tucumán,33.94375582221807,34.62263093866243
816,2014,2,Buenos Aires,55.06141695143392,56.1626452904626
817,2014,2,Capital Federal,113.1433524754098,115.406219524918
818,2014,2,Catamarca,24.703118860058403,25.19718123725957
819,2014,2,Chaco,20.95799636749445,21.377156294844337
820,2014,2,Chubut,41.41020981991258,42.238414016310834
821,2014,2,Córdoba,53.448126115625996,54.517088637938514
822,2014,2,Corrientes,22.575613003243586,23.02712526330846
823,2014,2,Entre Ríos,34.687432371459764,35.38118101888896
824,2014,2,Formosa,17.54041175485166,17.891219989948695
825,2014,2,Jujuy,18.706060999413573,19.080182219401845
826,2014,2,La Pampa,49.70759616034458,50.70174808355147
827,2014,2,La Rioja,16.502564816345664,16.83261611267258
828,2014,2,Mendoza,32.098238150241194,32.740202913246016
829,2014,2,Misiones,23.367747601299843,23.83510255332584
830,2014,2,Neuquén,50.84274905844866,51.859604039617636
831,2014,2,Río Negro,45.33491032014632,46.24160852654925
832,2014,2,Salta,28.914594000862877,29.492885880880134
833,2014,2,San Juan,27.782697817958912,28.33835177431809
834,2014,2,San Luis,9.717910199871824,9.91226840386926
835,2014,2,Santa Cruz,29.377007153054272,29.96454729611536
836,2014,2,Santa Fe,48.39035138670138,49.35815841443541
837,2014,2,Santiago Del Estero,16.695567347354444,17.029478694301535
838,2014,2,Tierra Del Fuego,64.35604517159936,65.64316607503135
839,2014,2,Tucumán,33.94452688568229,34.62341742339594
840,2014,1,Buenos Aires,54.570072879439756,55.66147433702855
841,2014,1,Capital Federal,112.25412278926913,114.49920524505451
842,2014,1,Catamarca,24.251751254585553,24.736786279677265
843,2014,1,Chaco,20.71853886384081,21.132909641117624
844,2014,1,Chubut,41.23521807972435,42.05992244131883
845,2014,1,Córdoba,52.517847544006315,53.568204494886444
846,2014,1,Corrientes,22.316716713838876,22.763051048115653
847,2014,1,Entre Ríos,34.367121821250166,35.05446425767517
848,2014,1,Formosa,17.418451079368708,17.76682010095608
849,2014,1,Jujuy,18.41535244687765,18.783659495815204
850,2014,1,La Pampa,48.42532103828204,49.393827459047685
851,2014,1,La Rioja,16.294104815837528,16.61998691215428
852,2014,1,Mendoza,31.91312298660578,32.551385446337896
853,2014,1,Misiones,23.13653864847733,23.599269421446877
854,2014,1,Neuquén,49.79160519138556,50.787437295213266
855,2014,1,Río Negro,44.913957131788514,45.812236274424286
856,2014,1,Salta,28.699559509630678,29.273550699823293
857,2014,1,San Juan,27.59549302299609,28.147402883456014
858,2014,1,San Luis,9.347207842190002,9.534151999033803
859,2014,1,Santa Cruz,28.939093063577776,29.51787492484933
860,2014,1,Santa Fe,47.84766256547095,48.80461581678037
861,2014,1,Santiago Del Estero,16.309923503967603,16.636121974046954
862,2014,1,Tierra Del Fuego,63.965925574153744,65.24524408563681
863,2014,1,Tucumán,33.4209747934719,34.089394289341335
